number of rooms;area of apartment;number of floors;apartment floor;price;repair;bathroom;terrace;year of construction;elevator;garbage chute;type of house;district;street;concierge;distance
1;35.0;12;5;2480000.0;косметический;совмещенный;лоджия;1976;1;0;кирпичный;р-н Кировский;улица Маршала Рыбалко, 49;0;15868.054008671374
3;60.0;9;8;3800000.0;косметический;раздельный;лоджия;1975;1;1;кирпичный;р-н Свердловский;улица Суздальская, 3;0;5177.870640279065
1;46.0;17;16;4400000.0;евро;совмещенный;лоджия;2011;1;0;монолитный;р-н Индустриальный;улица Танкистов, 9;1;2333.230121262324
2;43.0;13;8;4500000.0;косметический;совмещенный;балкон;2021;2;0;монолитный;р-н Индустриальный;улица Теплогорская, 24к3;1;4534.853994817608
1;42.0;10;3;2849000.0;косметический;раздельный;лоджия;2003;1;1;панельный;р-н Дзержинский;улица Ветлужская, 125;0;9215.303620319064
3;46.0;5;5;2600000.0;требует ремонта;раздельный;балкон;1968;0;0;панельный;р-н Свердловский;улица Балхашская, 205;0;5250.204288607057
2;39.0;16;9;2950000.0;дизайнерский;совмещенный;лоджия;2020;1;0;кирпичный;р-н Свердловский;улица Куйбышева, 109А;1;2998.357613862765
2;39.0;16;9;2950000.0;дизайнерский;совмещенный;лоджия;2020;1;0;кирпичный;р-н Свердловский;улица Куйбышева, 109А;1;2998.357613862765
1;34.0;9;5;3100000.0;требует ремонта;совмещенный;лоджия;1975;1;1;кирпичный;р-н Индустриальный;улица Карпинского, 57;0;3210.9785451015564
1;33.0;17;7;2330000.0;косметический;совмещенный;балкон;2017;2;0;кирпичный;р-н Орджоникидзевский;улица Карбышева, 47А;1;12129.696481829464
2;46.0;25;15;6100000.0;дизайнерский;совмещенный;лоджия;2015;2;0;кирпичный;р-н Свердловский;улица Николая Островского, 93Д;1;2674.129868264719
1;35.0;3;3;3530000.0;дизайнерский;совмещенный;балкон;2013;0;0;кирпичный;р-н Дзержинский;улица микрорайон, Высоковольтная, 12;0;7363.049392824845
3;74.0;9;8;5000000.0;требует ремонта;раздельный;лоджия;1990;1;1;кирпичный;р-н Мотовилихинский;улица Крупской, 42Б;0;647.9225160410002
2;42.0;3;1;1790000.0;косметический;совмещенный;нет;1958;0;0;кирпичный;р-н Кировский;улица Победы, 31;0;17769.418378312505
1;36.0;16;7;3450000.0;косметический;совмещенный;лоджия;2016;1;1;кирпичный;р-н Индустриальный;улица Веры Засулич, 50;0;4537.395235856924
2;70.0;14;2;3300000.0;косметический;раздельный;балкон;2013;1;1;кирпичный;р-н Мотовилихинский;улица Постаногова, 3;0;6270.235565711365
3;69.0;10;3;5300000.0;евро;раздельный;лоджия;2005;1;0;панельный;р-н Индустриальный;улица Норильская, 13к1;0;4846.9877669744665
3;66.0;10;5;3750000.0;дизайнерский;раздельный;лоджия;1992;1;1;панельный;р-н Орджоникидзевский;улица Генерала Черняховского, 58;0;13347.935464904756
3;59.0;9;7;3500000.0;требует ремонта;раздельный;лоджия;1971;1;1;панельный;р-н Индустриальный;улица Архитектора Свиязева, 38;0;6115.307643602957
2;56.0;3;2;2650000.0;косметический;раздельный;нет;1959;0;0;кирпичный;р-н Дзержинский;улица Транспортная, 29;0;6378.296637162465
2;42.0;5;5;1850000.0;косметический;совмещенный;балкон;1964;0;0;кирпичный;р-н Кировский;улица Химградская, 11;0;17168.21623968098
3;67.0;9;4;6100000.0;евро;раздельный;лоджия;1988;1;0;панельный;р-н Мотовилихинский;улица Юрша, 5;0;4856.671482576982
3;75.0;10;10;5850000.0;косметический;раздельный;лоджия;2004;1;0;панельный;р-н Дзержинский;улица Желябова, 3;1;4635.048661380336
4;143.0;6;1;12500000.0;евро;совмещенный;лоджия;1999;1;1;кирпичный;р-н Кировский;улица Кировоградская, 40;1;15685.193692379547
2;54.0;12;3;4300000.0;требует ремонта;раздельный;лоджия;1989;2;1;кирпичный;р-н Индустриальный;улица Советской Армии, 45;1;3788.7267028465244
4;61.0;5;2;3100000.0;косметический;раздельный;балкон;1971;0;0;кирпичный;р-н Орджоникидзевский;улица Волховская, 36;0;14438.01734263905
3;134.0;18;13;11300000.0;евро;совмещенный;лоджия;2005;1;0;кирпичный;р-н Ленинский;улица Пушкина, 109;1;778.0535084071236
2;36.0;16;4;2865000.0;евро;совмещенный;нет;2020;3;0;кирпичный;р-н Свердловский;улица Куйбышева, 109А;1;2998.357613862765
4;85.0;10;9;4800000.0;косметический;раздельный;балкон;1993;1;1;панельный;р-н Мотовилихинский;улица Уинская, 4;0;4528.376947650984
1;43.0;23;22;4080000.0;косметический;совмещенный;лоджия;2021;3;0;монолитный;р-н Индустриальный;улица Комбайнёров, 43;1;4511.62326184848
3;66.0;10;9;3240000.0;косметический;раздельный;балкон;1993;1;1;панельный;р-н Орджоникидзевский;улица Кабельщиков, 17;0;10774.086341522096
2;45.0;5;5;2490000.0;требует ремонта;совмещенный;балкон;1965;0;0;панельный;р-н Дзержинский;улица Вагонная, 7;0;8877.182047994453
3;53.0;25;15;7150000.0;дизайнерский;раздельный;балкон;2018;2;0;монолитный;р-н Дзержинский;улица Подлесная, 2;1;5469.38739491495
1;38.0;10;9;2850000.0;косметический;раздельный;лоджия;2005;1;1;панельный;р-н Кировский;улица Сокольская, 18;0;12093.377267198532
1;36.0;17;16;2350000.0;требует ремонта;совмещенный;лоджия;2016;1;1;кирпичный;р-н Кировский;улица Калинина, 64А;0;12232.483707614498
2;44.0;5;1;2050000.0;косметический;раздельный;нет;1976;0;0;панельный;р-н Орджоникидзевский;улица Вильямса, 45;0;11260.622567795283
2;45.0;5;5;2400000.0;косметический;раздельный;балкон;1976;0;0;панельный;р-н Кировский;улица Ласьвинская, 64;0;17276.738073513334
3;59.0;9;2;2850000.0;косметический;раздельный;лоджия;1976;1;1;панельный;р-н Орджоникидзевский;улица Кабельщиков, 95;0;12262.585095897015
1;40.0;17;2;3850000.0;евро;совмещенный;лоджия;2020;1;0;кирпичный;р-н Дзержинский;улица Плеханова, 65;1;1662.7772215541759
2;75.0;18;7;7500000.0;евро;совмещенный;лоджия;2011;1;0;кирпичный;р-н Дзержинский;улица Малкова, 24А;1;2120.3952957557067
3;75.0;17;16;5450000.0;косметический;несколько;лоджия;2011;1;0;кирпичный;р-н Свердловский;улица Холмогорская, 2Е;1;4410.902690378007
1;25.0;24;9;1900000.0;евро;совмещенный;лоджия;2018;2;0;монолитный;р-н Орджоникидзевский;улица Вильямса, 51А;1;11124.930568592496
3;94.0;10;2;8450000.0;евро;несколько;лоджия;2003;1;0;кирпичный;р-н Мотовилихинский;улица Уинская, 9;1;4722.991694229498
1;29.0;3;2;1800000.0;косметический;совмещенный;балкон;1962;0;0;кирпичный;р-н Мотовилихинский;улица ДОС, 1;0;4475.229007121122
1;46.0;25;8;3480000.0;косметический;совмещенный;балкон;2014;2;1;монолитный;р-н Мотовилихинский;улица Уинская, 29;0;5695.679047318001
3;106.0;8;3;5390000.0;дизайнерский;несколько;лоджия;2001;1;0;кирпичный;р-н Кировский;улица Маршала Рыбалко, 12А;0;16656.992911032645
3;106.0;8;3;5390000.0;дизайнерский;несколько;лоджия;2001;1;0;кирпичный;р-н Кировский;улица Маршала Рыбалко, 12А;0;16656.992911032645
1;33.0;5;5;930000.0;требует ремонта;совмещенный;балкон;1975;0;0;панельный;р-н Орджоникидзевский;улица Водозаборная, 1;0;22097.603285985173
3;137.0;16;16;12200000.0;дизайнерский;несколько;лоджия;1999;1;1;кирпичный;р-н Ленинский;улица Попова, 23;0;299.3118005623694
1;25.0;5;5;2050000.0;косметический;совмещенный;балкон;1982;0;0;панельный;р-н Дзержинский;улица Докучаева, 28;0;6054.063070637775
2;69.0;16;1;4200000.0;косметический;раздельный;лоджия;2014;1;1;панельный;р-н Кировский;улица Оханская, 31;1;12243.70755598446
3;74.0;16;16;5450000.0;дизайнерский;совмещенный;лоджия;1994;1;1;панельный;р-н Индустриальный;улица Мира, 31;1;21057.744642499718
1;53.0;10;10;4280000.0;евро;совмещенный;лоджия;2002;1;0;кирпичный;р-н Мотовилихинский;улица Уинская, 9;1;4722.991694229498
4;124.0;9;2;11700000.0;дизайнерский;раздельный;лоджия;2002;1;0;кирпичный;р-н Ленинский;улица Пермская, 161;1;448.856121985166
2;67.0;16;5;5700000.0;евро;несколько;лоджия;2013;2;1;кирпичный;р-н Дзержинский;улица Крисанова, 73А;1;1405.4793639319914
3;70.0;14;8;4990000.0;косметический;раздельный;лоджия;1997;1;1;монолитный;р-н Индустриальный;улица Космонавта Леонова, 56А;0;5629.157696940996
3;60.0;10;7;3499999.0;требует ремонта;раздельный;лоджия;1991;1;1;кирпичный;р-н Мотовилихинский;улица Гашкова, 28;0;8917.85240701614
3;100.0;16;15;7499000.0;косметический;раздельный;лоджия;2007;2;1;кирпичный;р-н Дзержинский;улица Василия Каменского, 10А;1;3180.7438717494306
3;58.0;9;5;4550000.0;косметический;раздельный;лоджия;1985;1;1;кирпичный;р-н Свердловский;улица Революции, 3/4;0;3105.7089260232488
1;31.0;2;1;1500000.0;косметический;совмещенный;нет;1957;0;0;кирпичный;р-н Свердловский;улица Кузбасская, 41;0;5521.661083185583
2;42.0;5;2;3000000.0;косметический;совмещенный;балкон;1966;0;0;кирпичный;р-н Мотовилихинский;бульвар Гагарина, 64;0;3820.3178118556734
3;67.0;9;3;3550000.0;косметический;раздельный;лоджия;1989;1;0;панельный;р-н Мотовилихинский;улица Евгения Пермяка, 1;0;9039.148459223397
1;48.0;19;3;5250000.0;требует ремонта;совмещенный;балкон;2021;1;0;монолитный;р-н Индустриальный;улица Карпинского, 49А;1;3042.066289689201
3;63.0;9;5;3500000.0;требует ремонта;раздельный;лоджия;1968;1;1;панельный;р-н Свердловский;улица Братская, 2/1;0;4895.535888905948
1;34.0;10;1;1850000.0;косметический;раздельный;нет;1987;1;1;панельный;р-н Кировский;улица Генерала Панфилова, 6/1;0;23149.61347939299
3;67.0;9;5;5600000.0;косметический;раздельный;балкон;1991;1;1;панельный;р-н Мотовилихинский;улица Уинская, 8;0;4779.8715106632835
4;147.0;11;10;9981000.0;косметический;раздельный;лоджия;2002;1;0;монолитный;р-н Дзержинский;улица Подлесная, 15;1;5022.225326274251
3;66.0;9;1;3500000.0;косметический;раздельный;нет;1987;1;1;панельный;р-н Мотовилихинский;улица Гашкова, 26;0;9099.245923752831
4;123.0;6;4;11800000.0;требует ремонта;раздельный;нет;2020;1;0;монолитный;р-н Ленинский;улица Петропавловская, 13А;1;1850.883050350171
2;41.0;5;1;2750000.0;косметический;совмещенный;нет;1965;0;0;кирпичный;р-н Свердловский;улица Льва Шатрова, 22;0;3615.0127743088565
3;60.0;9;7;2850000.0;косметический;раздельный;лоджия;1983;1;1;панельный;р-н Орджоникидзевский;улица Карбышева, 84;0;11773.247152404752
1;34.0;25;15;3499000.0;косметический;совмещенный;лоджия;2018;2;0;монолитный;р-н Дзержинский;улица Крылова, 17;1;1275.6293840464073
2;44.0;5;3;2850000.0;косметический;совмещенный;балкон;1959;0;0;кирпичный;р-н Мотовилихинский;улица Крупской, 35;0;3379.549821472606
2;62.0;24;18;8000000.0;евро;раздельный;балкон;2018;1;0;панельный;р-н Дзержинский;улица Локомотивная, 1А;1;2516.603794767804
1;35.0;14;12;2600000.0;косметический;совмещенный;лоджия;1975;2;1;кирпичный;р-н Дзержинский;улица Челюскинцев, 21;0;2578.180049761083
3;80.0;16;4;6730000.0;косметический;раздельный;лоджия;2001;2;1;кирпичный;р-н Мотовилихинский;улица Уинская, 1Б;1;4481.179286352326
3;68.0;9;4;5500000.0;косметический;раздельный;балкон;1989;1;1;панельный;р-н Мотовилихинский;улица Юрша, 3А;0;4708.534281986051
1;43.0;16;3;4500000.0;косметический;совмещенный;лоджия;1998;2;0;кирпичный;р-н Ленинский;улица Пермская, 124;1;565.404579499135
1;53.0;17;4;3099000.0;евро;совмещенный;балкон;2008;1;0;монолитный;р-н Орджоникидзевский;улица Янаульская, 34;1;10643.26065915514
3;62.0;5;5;3650000.0;косметический;раздельный;лоджия;1984;0;0;кирпичный;р-н Кировский;улица Калинина, 30А;0;12274.497608503918
3;57.0;12;10;5400000.0;евро;раздельный;лоджия;1972;2;1;кирпичный;р-н Ленинский;улица Петропавловская, 85;0;375.62111933696775
2;61.0;3;2;2700000.0;евро;совмещенный;нет;1959;0;0;блочный;р-н Кировский;улица Федосеева, 13;0;16601.87449860795
3;110.0;20;19;8500000.0;дизайнерский;несколько;лоджия;2014;1;0;кирпичный;р-н Свердловский;улица Самаркандская, 145;1;4925.005585067483
3;66.0;10;2;3950000.0;косметический;раздельный;лоджия;1994;1;1;панельный;р-н Дзержинский;улица Заречная, 162;0;8717.744349254159
2;54.0;4;2;5999900.0;евро;раздельный;нет;1975;0;0;кирпичный;р-н Дзержинский;улица Ленина, 67;0;1069.002733181812
2;76.0;10;5;6300000.0;косметический;совмещенный;лоджия;2000;1;0;кирпичный;р-н Дзержинский;улица Плеханова, 12;0;1160.89980166848
1;44.0;25;4;3980000.0;косметический;совмещенный;лоджия;2019;2;0;монолитный;р-н Свердловский;улица Героев Хасана, 11Б;1;2922.7241569110356
3;112.0;17;5;10500000.0;евро;совмещенный;лоджия;2004;1;0;кирпичный;р-н Свердловский;улица Николая Островского, 69;1;2564.2942946604244
1;37.0;14;10;2750000.0;косметический;совмещенный;лоджия;1981;1;1;кирпичный;р-н Свердловский;улица Моторостроителей, 21;0;3044.26170149778
3;69.0;9;7;4650000.0;косметический;совмещенный;балкон;1992;1;1;панельный;р-н Дзержинский;улица 1-я, ул.,;0;7047.943120404179
4;95.0;17;11;6700000.0;евро;раздельный;лоджия;2010;1;1;панельный;р-н Мотовилихинский;улица Хрустальная, 11;1;5094.859210341599
2;70.0;18;17;6890000.0;косметический;совмещенный;лоджия;2005;2;0;кирпичный;р-н Мотовилихинский;бульвар Гагарина, 26;1;3214.2193799525385
4;212.0;6;5;15000000.0;дизайнерский;раздельный;лоджия;1999;1;0;кирпичный;р-н Кировский;улица Кировоградская, 40;1;15685.193692379547
3;82.0;17;15;6250000.0;евро;раздельный;балкон;2009;1;0;кирпичный;р-н Свердловский;улица Новосибирская, 13;1;5062.139459937885
2;53.0;14;10;4300000.0;требует ремонта;раздельный;лоджия;1976;1;1;кирпичный;р-н Индустриальный;шоссе Космонавтов, 110;0;2534.994970131589
2;81.0;10;3;4900000.0;евро;раздельный;лоджия;2006;1;0;кирпичный;р-н Кировский;улица Кировоградская, 6;0;16611.407406492475
1;13.0;9;1;720000.0;косметический;совмещенный;балкон;1980;1;0;кирпичный;р-н Свердловский;улица Тбилисская, 1А;1;5431.84511897113
4;92.0;5;5;9800000.0;требует ремонта;раздельный;балкон;1959;0;0;кирпичный;р-н Мотовилихинский;улица Уральская, 113;0;3399.409912026651
2;56.0;16;3;5450000.0;евро;раздельный;лоджия;2015;2;1;панельный;р-н Индустриальный;улица Космонавта Беляева, 8;1;4381.674820436733
4;102.0;10;9;6200000.0;дизайнерский;раздельный;лоджия;2003;1;0;панельный;р-н Кировский;улица Каляева, 20;1;12336.992511726721
1;37.0;20;17;3750000.0;косметический;совмещенный;лоджия;2020;3;0;монолитный;р-н Индустриальный;улица Карпинского, 14;1;2317.5242309987857
2;54.0;9;7;2800000.0;требует ремонта;раздельный;лоджия;1988;1;1;панельный;р-н Орджоникидзевский;улица Молдавская, 6Б;0;13556.175776472264
3;63.0;9;2;6300000.0;косметический;раздельный;балкон;1973;1;1;панельный;р-н Ленинский;улица Пушкина, 7;0;1987.1572842806793
1;40.0;16;10;3800000.0;евро;совмещенный;балкон;2001;1;1;панельный;р-н Дзержинский;улица Толмачёва, 17;1;1436.4161158956178
3;64.0;10;3;3550000.0;требует ремонта;раздельный;балкон;1993;1;1;панельный;р-н Мотовилихинский;улица Восстания, 13;0;6520.988831238165
1;39.0;17;13;3700000.0;косметический;совмещенный;лоджия;2012;1;0;кирпичный;р-н Свердловский;улица Холмогорская, 4В;1;4444.817037949614
1;37.0;9;8;3500000.0;косметический;совмещенный;лоджия;2013;1;0;кирпичный;р-н Индустриальный;улица Льва Толстого, 2;1;2576.020219351363
2;44.0;5;5;3030000.0;косметический;совмещенный;балкон;1971;0;0;панельный;р-н Индустриальный;улица Архитектора Свиязева, 40/3;0;6089.2422617183165
1;54.0;6;2;2650000.0;косметический;раздельный;лоджия;2003;0;0;кирпичный;р-н Орджоникидзевский;улица Александра Щербакова, 47А;0;16284.223767540667
3;67.0;9;3;4300000.0;дизайнерский;раздельный;лоджия;1982;1;1;панельный;р-н Свердловский;улица Запорожская, 17;0;4980.925486755417
1;43.0;25;16;3690000.0;косметический;совмещенный;лоджия;2017;2;0;монолитный;р-н Мотовилихинский;улица Пушкарская, 136А;1;4802.969027211583
3;75.0;17;5;4150000.0;дизайнерский;раздельный;балкон;2009;1;0;кирпичный;р-н Орджоникидзевский;улица Карбышева, 6;1;12844.365500242586
1;31.0;9;1;2150000.0;косметический;совмещенный;лоджия;1994;1;0;кирпичный;р-н Орджоникидзевский;улица Кронита, 11;0;14507.626646367926
2;71.0;10;7;4400000.0;косметический;раздельный;лоджия;1999;1;0;кирпичный;р-н Свердловский;улица Коломенская, 57;0;4554.29616574807
2;40.0;3;3;1750000.0;требует ремонта;совмещенный;нет;1961;0;0;кирпичный;р-н Мотовилихинский;улица ДОС, 1;0;4475.229007121122
2;42.0;5;5;2850000.0;косметический;совмещенный;балкон;1962;0;0;кирпичный;р-н Индустриальный;улица Дениса Давыдова, 17;0;5437.871767870808
3;62.0;9;6;5300000.0;косметический;раздельный;лоджия;1978;1;1;кирпичный;р-н Свердловский;улица Революции, 18;0;3271.9962111766604
2;53.0;10;1;3650000.0;косметический;раздельный;нет;2013;2;1;панельный;р-н Дзержинский;улица Костычева, 44А;0;5868.209722850895
2;51.0;10;8;4699000.0;косметический;раздельный;лоджия;2007;1;0;панельный;р-н Мотовилихинский;улица Анри Барбюса, 60;1;5034.572955964355
4;94.0;3;2;4450000.0;косметический;раздельный;балкон;1956;0;0;блочный;р-н Кировский;улица Ласьвинская, 12;0;16273.011737161496
4;141.0;10;9;8775213.0;требует ремонта;несколько;лоджия;2020;1;0;монолитный;р-н Мотовилихинский;улица Сакко и Ванцетти, 93А;0;6417.755233689182
1;13.0;9;1;720000.0;косметический;совмещенный;нет;1987;1;1;кирпичный;р-н Свердловский;улица Тбилисская, 1А;1;5431.84511897113
3;80.0;16;15;6300000.0;требует ремонта;раздельный;балкон;2012;1;1;панельный;р-н Кировский;улица Маршала Рыбалко, 43;1;16049.433105151205
2;35.0;9;6;1590000.0;требует ремонта;раздельный;нет;1986;1;1;кирпичный;р-н Дзержинский;улица Хабаровская, 173;0;8865.898783166675
1;50.0;10;9;4200000.0;косметический;совмещенный;лоджия;2005;1;0;кирпичный;р-н Кировский;улица Адмирала Макарова, 22А;0;11772.601161306153
1;31.0;2;1;1500000.0;косметический;совмещенный;нет;1957;0;0;кирпичный;р-н Свердловский;улица Кузбасская, 41;0;5521.661083185583
3;60.0;9;9;3000000.0;косметический;совмещенный;лоджия;1990;1;1;панельный;р-н Орджоникидзевский;улица Кабельщиков, 95;0;12262.585095897015
3;70.0;10;3;4750000.0;косметический;раздельный;лоджия;1994;1;1;панельный;р-н Дзержинский;улица Костычева, 42;0;6031.069847893621
3;127.0;12;3;7900000.0;дизайнерский;раздельный;лоджия;2003;1;1;кирпичный;р-н Кировский;улица Кировоградская, 66;1;15336.794589917768
2;55.0;14;12;3500000.0;косметический;раздельный;лоджия;1979;1;1;кирпичный;р-н Свердловский;улица Моторостроителей, 15;0;3350.4552942694445
3;67.0;10;1;2950000.0;косметический;раздельный;нет;1993;1;0;панельный;р-н Орджоникидзевский;улица Кабельщиков, 17;0;10774.086341522096
3;57.0;5;2;3248000.0;косметический;совмещенный;лоджия;1978;0;0;кирпичный;р-н Свердловский;улица Тбилисская, 9А;0;5386.522554497737
3;61.0;5;2;2800000.0;косметический;раздельный;балкон;1960;0;0;панельный;р-н Мотовилихинский;улица Ивана Франко, 40/1;0;9707.606214914227
1;31.0;9;5;2600000.0;косметический;совмещенный;балкон;1968;1;1;кирпичный;р-н Свердловский;улица Клары Цеткин, 19;0;2579.382454674736
3;61.0;9;3;5200000.0;косметический;раздельный;лоджия;1988;1;0;кирпичный;р-н Свердловский;улица Революции, 5;0;3393.7072480464126
1;43.0;17;15;3300000.0;косметический;совмещенный;лоджия;2012;1;1;кирпичный;р-н Кировский;улица Автозаводская, 44А;1;16196.559291606904
1;41.0;19;15;3700000.0;косметический;совмещенный;лоджия;2016;2;1;монолитный;р-н Свердловский;улица Уфимская, 10А;1;3866.8438349729936
2;44.0;9;9;2750000.0;евро;совмещенный;лоджия;1983;1;1;панельный;р-н Орджоникидзевский;улица Карбышева, 82/1;0;11695.548410638788
4;155.0;6;6;17000000.0;дизайнерский;несколько;балкон;2013;1;0;кирпичный;р-н Ленинский;Комсомольский проспект, 38;0;1149.7062355780743
2;52.0;10;6;4200000.0;косметический;раздельный;лоджия;1993;1;1;кирпичный;р-н Свердловский;улица Революции, 6;0;3394.0994991156463
4;163.0;25;18;16990000.0;дизайнерский;несколько;нет;2009;2;1;монолитный;р-н Свердловский;улица Чернышевского, 15А;1;2913.807381287377
2;49.0;10;10;4700000.0;евро;совмещенный;лоджия;1991;1;1;кирпичный;р-н Ленинский;улица Луначарского, 51;0;1215.413284087935
1;21.0;25;21;1990000.0;требует ремонта;совмещенный;лоджия;2021;2;0;монолитный;р-н Кировский;улица Буксирная, 10;1;11438.17466002151
1;41.0;17;3;3450000.0;косметический;раздельный;лоджия;1987;1;1;кирпичный;р-н Ленинский;улица Попова, 25;0;458.3132994881166
3;125.0;18;13;8300000.0;дизайнерский;несколько;лоджия;2014;2;0;кирпичный;р-н Мотовилихинский;улица Металлистов, 5;1;4524.473861938917
2;24.0;5;5;1420000.0;косметический;совмещенный;нет;1975;0;0;кирпичный;р-н Орджоникидзевский;улица Академика Веденеева, 13;1;14318.576195078293
1;38.0;10;10;3300000.0;косметический;раздельный;лоджия;2009;1;1;панельный;р-н Индустриальный;улица Космонавта Беляева, 35;1;5533.414942908036
4;100.0;5;2;4500000.0;косметический;раздельный;нет;1976;0;0;кирпичный;р-н Свердловский;улица Лукоянова, 8/1;0;5791.286497209221
3;81.0;7;4;9300000.0;дизайнерский;совмещенный;лоджия;2007;1;0;кирпичный;р-н Ленинский;улица Ленина, 10;0;20672.954631321947
2;65.0;10;7;4470000.0;евро;совмещенный;лоджия;2014;1;0;кирпичный;р-н Кировский;улица Танцорова, 37;0;11810.161960254272
5;197.0;20;13;20000000.0;дизайнерский;несколько;лоджия;2005;1;0;кирпичный;р-н Индустриальный;улица Мира, 45;1;4366.173343941701
2;45.0;5;1;2950000.0;косметический;раздельный;нет;1975;0;0;кирпичный;р-н Дзержинский;улица Рабочая, 25;0;1962.8058899669024
3;68.0;10;4;4300000.0;косметический;раздельный;лоджия;2009;1;1;панельный;р-н Кировский;улица Каляева, 20;0;12336.992511726721
3;94.0;25;22;7990000.0;дизайнерский;несколько;балкон;2012;2;0;монолитный;р-н Индустриальный;улица Космонавта Беляева, 40В;1;5451.214013707145
4;86.0;9;3;4900000.0;косметический;раздельный;лоджия;1988;1;1;панельный;р-н Мотовилихинский;улица Юрша, 5;0;4856.671482576982
2;49.0;20;2;5200000.0;требует ремонта;совмещенный;лоджия;2021;1;0;монолитный;р-н Индустриальный;улица Карпинского, 49А;1;3042.066289689201
1;36.0;10;8;1940000.0;косметический;раздельный;лоджия;2006;1;1;панельный;р-н Орджоникидзевский;улица Памирская, 32А;0;17286.406348187033
4;163.0;25;18;16990000.0;дизайнерский;несколько;нет;2009;2;1;монолитный;р-н Свердловский;улица Чернышевского, 15А;1;2913.807381287377
4;153.0;16;1;5100000.0;косметический;несколько;лоджия;2015;1;0;монолитный;р-н Орджоникидзевский;улица Янаульская, 18;1;11316.81459872698
1;30.0;2;1;1450000.0;требует ремонта;совмещенный;нет;1957;0;0;кирпичный;р-н Свердловский;улица Весенняя, 3;0;5564.573026179632
2;83.0;17;16;7700000.0;косметический;совмещенный;балкон;2011;2;0;монолитный;р-н Свердловский;улица Николая Островского, 64;1;2627.6216009298078
1;37.0;22;17;3100000.0;косметический;совмещенный;лоджия;2018;1;0;монолитный;р-н Свердловский;улица Солдатова, 29В;1;4365.367811993485
2;49.0;10;10;4700000.0;евро;совмещенный;лоджия;1991;1;1;кирпичный;р-н Ленинский;улица Луначарского, 51;0;1215.413284087935
1;29.0;19;1;2600000.0;косметический;совмещенный;лоджия;2014;1;1;кирпичный;р-н Индустриальный;улица Веры Засулич, 46А;0;4449.869689940148
1;32.0;5;1;1800000.0;требует ремонта;совмещенный;нет;1985;0;0;кирпичный;р-н Орджоникидзевский;улица Гайвинская, 6;0;11459.04981967036
3;80.0;16;5;4990000.0;косметический;раздельный;лоджия;2013;1;1;монолитный;р-н Дзержинский;улица Докучаева, 52;0;5595.622241542529
1;36.0;9;9;2200000.0;требует ремонта;совмещенный;лоджия;1992;1;1;кирпичный;р-н Дзержинский;улица Маяковского, 43;0;6870.280674429523
4;92.0;24;10;11500000.0;евро;несколько;лоджия;2013;2;0;монолитный;р-н Свердловский;улица Чернышевского, 15В;1;3099.3779449059602
1;32.0;3;2;2800000.0;дизайнерский;совмещенный;нет;1959;0;0;кирпичный;р-н Свердловский;улица Краснофлотская, 15;0;1314.8514895172184
3;60.0;10;1;4000000.0;косметический;раздельный;лоджия;1986;1;1;кирпичный;р-н Индустриальный;улица Архитектора Свиязева, 58;0;6400.264568566721
4;136.0;19;10;18500000.0;дизайнерский;раздельный;лоджия;2019;1;0;кирпичный;р-н Ленинский;улица Осинская, 13;1;402.66901939135516
2;57.0;16;14;5500000.0;косметический;раздельный;лоджия;2014;1;0;панельный;р-н Индустриальный;улица Космонавта Беляева, 8;1;4381.674820436733
3;67.0;9;5;3400000.0;косметический;раздельный;балкон;1992;1;1;панельный;р-н Мотовилихинский;улица Евгения Пермяка, 1;0;9039.148459223397
1;33.0;10;4;2000000.0;косметический;раздельный;балкон;2008;0;1;панельный;р-н Орджоникидзевский;улица Делегатская, 39Б;0;17356.800723893994
4;77.0;25;2;8800000.0;евро;совмещенный;лоджия;2019;1;0;монолитный;р-н Дзержинский;улица Подлесная, 2;1;5469.38739491495
2;28.0;9;3;1750000.0;косметический;раздельный;нет;1975;2;1;кирпичный;р-н Дзержинский;шоссе Космонавтов, 84А;0;1857.1653696258174
3;68.0;9;6;3280000.0;косметический;раздельный;лоджия;1991;1;1;кирпичный;р-н Орджоникидзевский;улица Кронита, 11;0;14507.626646367926
1;43.0;16;5;4300000.0;косметический;совмещенный;балкон;2021;2;0;монолитный;р-н Мотовилихинский;улица Сапфирная, 13;1;6488.376245395305
3;72.0;10;7;7300000.0;косметический;раздельный;лоджия;2000;1;0;кирпичный;р-н Ленинский;улица Екатерининская, 24;1;2158.3724332994725
2;53.0;9;3;3940000.0;требует ремонта;раздельный;лоджия;1986;1;0;панельный;р-н Мотовилихинский;улица Старцева, 5;0;5213.860697378696
3;61.0;5;4;3200000.0;косметический;раздельный;балкон;1969;0;0;кирпичный;р-н Свердловский;улица Академика Курчатова, 1;0;5426.636963280267
2;45.0;2;2;1650000.0;косметический;раздельный;балкон;1956;0;0;блочный;р-н Кировский;улица Дунайская, 17;0;22258.62651669251
3;66.0;9;4;5000000.0;евро;раздельный;лоджия;1986;1;1;панельный;р-н Мотовилихинский;улица Старцева, 7;0;5159.190459844357
3;52.0;9;3;3550000.0;евро;совмещенный;лоджия;1978;1;1;панельный;р-н Свердловский;улица Лодыгина, 46к2;0;4882.708093086754
2;45.0;3;3;1849000.0;косметический;раздельный;балкон;1959;0;0;кирпичный;р-н Кировский;улица Мензелинская, 14;0;22384.18497556184
